351	221	1996	9	2
352	107	2001	3	21
353	222	1996	7	16
354	222	1999	5	20
1607845	221	1977	\N	\N
358	222	1988	5	24
362	222	1993	3	23
372	107	1991	9	21
373	107	1994	8	10
375	222	1994	10	4
376	221	1993	7	26
1280076	202	2012	\N	\N
262	222	1965	6	14
240	222	2003	10	28
242	222	2003	10	28
412	222	1999	12	7
309	222	2003	11	18
1144208	113	2012	4	9
307	222	2000	11	14
350	221	2003	11	4
275	222	1969	10	1
355	222	1996	9	17
256	222	1964	1	20
380	221	1994	8	1
753503	81	2009	11	1
384	221	1994	11	3
385	221	2001	10	1
2693704	240	2020	5	1
390	221	2001	10	1
1529023	194	2012	11	13
1529027	222	2008	11	26
2728281	240	2020	5	3
394	222	1997	3	25
1067670	222	2011	5	23
337	222	1993	\N	\N
1372863	107	2009	2	4
938338	222	1996	\N	\N
405	222	2002	11	26
402	107	1997	1	16
371	81	1991	5	28
411	222	2003	9	16
413	222	2001	4	10
414	160	1997	10	1
415	221	2002	5	22
416	222	2003	4	8
339	222	1994	3	1
341	222	1996	6	18
334	222	1998	12	\N
136761	221	1999	\N	\N
340	222	1994	6	27
368	221	2003	\N	\N
